"Type","Date","Part.of.a.policing.operation","Policing.operation","Latitude","Longitude","Gender","Age.range","Self.defined.ethnicity","Officer.defined.ethnicity","Legislation","Object.of.search","Outcome","Outcome.linked.to.object.of.search","Removal.of.more.than.just.outer.clothing","lsoa21cd","lsoa21nm"
"Person search","2019-06-19T19:10:00+00:00","False",NA,53.469882,-2.225883,"Male","10-17","Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005065","Manchester 018D"
"Person search","2019-06-19T19:18:00+00:00","True",NA,53.482225,-2.238637,"","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-19T19:26:00+00:00","True",NA,53.481916,-2.240549,"Male","","White - Any other White background","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person and Vehicle search","2019-06-19T19:35:00+00:00","False",NA,53.603204,-2.167537,"","","Asian/Asian British - Pakistani","Asian","Firearms Act 1968 (section 47)","Controlled drugs","Khat or Cannabis warning","True","False","E01005473","Rochdale 010B"
"Person and Vehicle search","2019-06-19T19:35:00+00:00","False",NA,53.603204,-2.167537,"","","Asian/Asian British - Pakistani","Asian","Firearms Act 1968 (section 47)","Controlled drugs","Khat or Cannabis warning","True","False","E01005473","Rochdale 010B"
"Person and Vehicle search","2019-06-19T19:35:00+00:00","False",NA,53.603204,-2.167537,"","","Asian/Asian British - Pakistani","Asian","Firearms Act 1968 (section 47)","Controlled drugs","Khat or Cannabis warning","True","False","E01005473","Rochdale 010B"
"Person and Vehicle search","2019-06-19T19:35:00+00:00","False",NA,53.603204,-2.167537,"","","Asian/Asian British - Pakistani","Asian","Firearms Act 1968 (section 47)","Controlled drugs","Khat or Cannabis warning","True","False","E01005473","Rochdale 010B"
"Person and Vehicle search","2019-06-19T19:35:00+00:00","False",NA,53.603204,-2.167537,"","","Asian/Asian British - Pakistani","Asian","Firearms Act 1968 (section 47)","Controlled drugs","Khat or Cannabis warning","True","False","E01005473","Rochdale 010B"
"Person and Vehicle search","2019-06-19T19:35:00+00:00","False",NA,53.603204,-2.167537,"","","Asian/Asian British - Pakistani","Asian","Firearms Act 1968 (section 47)","Controlled drugs","Khat or Cannabis warning","True","False","E01005473","Rochdale 010B"
"Person and Vehicle search","2019-06-19T19:35:00+00:00","False",NA,53.603204,-2.167537,"","","Asian/Asian British - Pakistani","Asian","Firearms Act 1968 (section 47)","Controlled drugs","Khat or Cannabis warning","True","False","E01005473","Rochdale 010B"
"Person search","2019-06-19T19:50:00+00:00","False",NA,53.55788,-2.600139,"Male","over 34","White - Irish","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","True","False","E01006388","Wigan 007B"
"Person search","2019-06-19T19:50:00+00:00","False",NA,53.558229,-2.596763,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006388","Wigan 007B"
"Person search","2019-06-19T19:56:00+00:00","True",NA,53.482225,-2.238637,"Male","","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-19T20:30:00+00:00","False",NA,53.453336,-2.204999,"Male","","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005287","Manchester 026E"
"Person search","2019-06-19T20:45:00+00:00","False",NA,53.503332,-2.255023,"Male","18-24","Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","True","False","E01005612","Salford 031B"
"Person search","2019-06-19T20:45:00+00:00","False",NA,53.503332,-2.255023,"Male","18-24","Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","True","False","E01005612","Salford 031B"
"Person search","2019-06-19T21:50:00+00:00","False",NA,53.524602,-2.261878,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005041","Bury 026B"
"Person search","2019-06-19T21:50:00+00:00","False",NA,53.524602,-2.261878,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005041","Bury 026B"
"Person search","2019-06-19T22:00:00+00:00","False",NA,53.524602,-2.261878,"","10-17","Mixed/Multiple ethnic groups - White and Asian","","Police and Criminal Evidence Act 1984 (section 1)","Controlled drugs","A no further action disposal","","False","E01005041","Bury 026B"
"Person search","2019-06-19T22:10:00+00:00","False",NA,53.500601,-2.20779,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Anything to threaten or harm anyone","Arrest","False","False","E01005202","Manchester 009A"
"Person and Vehicle search","2019-06-19T22:10:00+00:00","False",NA,53.602161,-2.185576,"Male","18-24","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005481","Rochdale 017F"
"Person search","2019-06-19T22:18:00+00:00","False",NA,53.603184,-2.186775,"","over 34","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005474","Rochdale 011A"
"Person search","2019-06-19T23:06:00+00:00","False",NA,53.535732,-2.215914,"","25-34","Mixed/Multiple ethnic groups - White and Asian","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","True","False","E01005099","Manchester 001B"
"Vehicle search","2019-06-19T23:06:00+00:00","False",NA,53.535732,-2.215914,"","","","","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","True","False","E01005099","Manchester 001B"
"Person search","2019-06-20T00:06:00+00:00","False",NA,53.42859,-2.088815,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01005747","Stockport 005C"
"Person and Vehicle search","2019-06-20T00:28:00+00:00","False",NA,53.515586,-2.249622,"Male","18-24","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005646","Salford 010A"
"Person search","2019-06-20T01:45:00+00:00","False",NA,53.476524,-2.239976,"Male","25-34","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-20T02:00:00+00:00","False",NA,53.476524,-2.239976,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033653","Manchester 055B"
"Vehicle search","2019-06-20T02:00:00+00:00","False",NA,53.512233,-2.245289,"","","","","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","False","False","E01005165","Manchester 008D"
"Person search","2019-06-20T03:45:00+00:00","False",NA,53.608545,-2.292444,"Male","over 34","White - Any other White background","Asian","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01004976","Bury 004A"
"Person search","2019-06-20T10:14:00+00:00","False",NA,53.452508,-2.239253,"","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01034122","Manchester 024E"
"Person search","2019-06-20T10:32:00+00:00","False",NA,53.570985,-2.436303,"Male","18-24","White - Any other White background","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01004848","Bolton 016D"
"Person search","2019-06-20T10:40:00+00:00","True",NA,53.482225,-2.238637,"Male","over 34","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-20T12:20:00+00:00","False",NA,53.388954,-2.350402,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006075","Trafford 025B"
"Person search","2019-06-20T12:20:00+00:00","False",NA,53.389353,-2.349097,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Community resolution","True","False","E01006075","Trafford 025B"
"Person search","2019-06-20T13:00:00+00:00","False",NA,53.454788,-2.240681,"Male","","Other ethnic group - Not stated","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01034122","Manchester 024E"
"Person search","2019-06-20T13:05:00+00:00","False",NA,53.54414,-2.125019,"","","Other ethnic group - Not stated","Asian","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005349","Oldham 016A"
"Person search","2019-06-20T13:25:00+00:00","False",NA,53.526744,-2.418651,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005663","Salford 001C"
"Person search","2019-06-20T13:25:00+00:00","False",NA,53.526744,-2.418651,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005663","Salford 001C"
"Person search","2019-06-20T14:10:00+00:00","False",NA,53.590644,-2.298151,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Summons / charged by post","True","False","E01005027","Bury 011B"
"Person search","2019-06-20T14:49:00+00:00","False",NA,53.501673,-2.184488,"Male","","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01005256","Manchester 011A"
"Person search","2019-06-20T15:45:00+00:00","False",NA,53.472091,-2.167411,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01034113","Manchester 017I"
"Person and Vehicle search","2019-06-20T15:53:00+00:00","False",NA,53.472091,-2.167411,"Male","","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","Arrest","False","False","E01034113","Manchester 017I"
"Person and Vehicle search","2019-06-20T15:53:00+00:00","False",NA,53.472091,-2.167411,"Male","","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01034113","Manchester 017I"
"Person search","2019-06-20T16:24:00+00:00","False",NA,53.559228,-2.326628,"Male","over 34","White - Any other White background","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005008","Bury 016D"
"Person search","2019-06-20T16:25:00+00:00","False",NA,53.405173,-2.159432,"","","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","Arrest","True","False","E01005822","Stockport 016D"
"Person search","2019-06-20T18:05:00+00:00","True",NA,53.482293,-2.236482,"","","White - Any other White background","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033667","Manchester 054E"
"Person search","2019-06-20T18:11:00+00:00","True",NA,53.482293,-2.236482,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033667","Manchester 054E"
"Person search","2019-06-20T18:15:00+00:00","True",NA,53.482293,-2.236482,"Male","over 34","Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033667","Manchester 054E"
